Therapeutic,CH1 Isotype,VD LC,Fab_Total_SASA,Fab_Total_SAP,Ch_A_Length,Ch_B_Length,Fab_Total_AAs,Chain_SASA,Chain_SAP,Num_Hydrophobic_Patches,Largest_Hydrophobic_Patch_Size,Largest_Hydrophobic_Patch_SASA,Max_Hydrophobic_Patch_Intensity,Mean_Hydrophobic_Patch_Intensity,Sum_Total_Hydrophobic_Patch_SASA,Top_Hydrophobic_Patch_Burden,Hydro_Dipole_Moment_X,Hydro_Dipole_Moment_Y,Hydro_Dipole_Moment_Z,Num_Aromatic_Patches,Largest_Aromatic_Patch_Size,Largest_Aromatic_Patch_SASA,Max_Aromatic_Patch_Intensity,Mean_Aromatic_Patch_Intensity,Sum_Total_Aromatic_Patch_SASA,Top_Aromatic_Patch_Burden,Net_Charge,Dipole_Moment_X,Dipole_Moment_Y,Dipole_Moment_Z,Complementary_Charge_Patches,Chain_Num_Hydrophobic_Patches,Chain_Largest_Hydrophobic_Patch_Size,Chain_Largest_Hydrophobic_Patch_SASA,Chain_Max_Hydrophobic_Patch_Intensity,Chain_Mean_Hydrophobic_Patch_Intensity,Chain_Sum_Total_Hydrophobic_Patch_SASA,Chain_Top_Hydrophobic_Patch_Burden,Chain_Hydro_Dipole_Moment_X,Chain_Hydro_Dipole_Moment_Y,Chain_Hydro_Dipole_Moment_Z,Chain_Num_Aromatic_Patches,Chain_Largest_Aromatic_Patch_Size,Chain_Largest_Aromatic_Patch_SASA,Chain_Max_Aromatic_Patch_Intensity,Chain_Mean_Aromatic_Patch_Intensity,Chain_Sum_Total_Aromatic_Patch_SASA,Chain_Top_Aromatic_Patch_Burden,Chain_Net_Charge,Chain_Dipole_Moment_X,Chain_Dipole_Moment_Y,Chain_Dipole_Moment_Z,Chain_Complementary_Charge_Patches
Bentracimab,G1,Lambda,23048.68,-238.9,227,216,443,11573.53,-207.69,6,10,644.0,1.0804,0.5114,2837.43,662.7285,8.138,-9.607,2.474,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-226.577,252.449,558.776,66,2,5,338.1,0.8265,0.7642,634.98,245.3676,2.114,1.282,-2.483,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-86.045,-111.262,175.587,31
Bepranemab,G4,Kappa,26500.58,-288.69,202,219,421,14025.15,-199.3,7,16,1411.19,0.8511,0.3693,3771.01,1105.0975,-4.738,2.358,-4.484,1,5,582.52,116.5037,116.5037,582.52,67865.6122,5.42,-221.237,136.129,3.146,68,4,7,462.47,0.8511,0.5805,1527.82,372.7378,-1.808,7.684,3.974,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-371.552,-397.449,-226.62,39
Betinukibart,G1,Kappa,24779.94,-144.23,215,219,434,11904.19,-236.38,6,10,849.2,0.8176,0.4826,2976.14,493.321,-0.369,-4.792,-5.848,0,0,0.0,0.0,0.0,0.0,0.0,7.24,-403.185,467.55,193.895,61,3,5,378.85,0.6646,0.5584,849.85,235.284,-1.181,11.18,-3.271,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-31.098,-241.164,235.688,35
Bevacizumab,G1,Kappa,28953.35,54.83,221,214,435,14620.55,-126.86,6,9,629.75,0.8642,0.4032,2206.2,544.2199,-1.312,-3.566,2.909,0,0,0.0,0.0,0.0,0.0,0.0,6.33,20.838,-206.762,454.029,61,2,6,313.1,0.6611,0.2238,513.64,206.9728,-7.136,6.462,-0.032,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-15.757,-424.328,173.793,31
Bezlotoxumab,G1,Kappa,25547.42,-192.27,217,215,432,13029.1,-206.36,4,14,1107.21,0.6105,0.4794,2579.67,675.9562,6.038,-11.345,-0.325,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-178.878,349.815,-204.202,65,3,6,496.26,0.5971,0.5624,1214.03,295.0384,11.437,1.84,-1.102,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-371.612,341.549,67.877,40
Bimagrumab,G1,Lambda,24537.64,9.39,213,217,430,12365.38,-170.67,9,7,860.31,1.4849,0.5363,4080.25,1277.4533,-2.967,2.08,-7.295,1,4,860.31,215.0764,215.0764,860.31,185031.4994,4.52,133.081,677.246,-29.811,54,4,7,598.26,0.8263,0.5296,1456.45,462.2255,4.453,7.129,7.002,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-139.002,308.617,-315.578,26
Bimekizumab,G1,Kappa,27774.49,-197.72,223,214,437,13995.76,-200.36,7,7,518.23,0.6092,0.3269,2475.74,231.8445,2.614,6.383,-3.378,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-573.076,319.747,-701.059,68,5,5,380.54,0.6092,0.3854,1344.01,231.8445,-4.147,6.733,-1.28,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-437.287,-245.183,-433.791,40
Bintrafusp,G1,Lambda,21353.4,-229.78,218,216,434,10696.24,-242.73,3,12,740.76,1.0308,0.5407,1379.15,335.0842,-7.159,2.893,-4.344,0,0,0.0,0.0,0.0,0.0,0.0,4.52,43.047,-308.246,-84.66,56,1,4,296.97,0.7381,0.7381,296.97,219.2002,-1.174,-8.825,-2.576,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-301.739,-33.102,152.332,30
Birinkibart,G4,Kappa,22851.5,-372.07,207,214,421,11585.29,-249.02,3,18,1027.18,0.6679,0.3257,1726.42,439.3943,-0.848,-7.199,-6.412,0,0,0.0,0.0,0.0,0.0,0.0,4.51,1065.083,258.797,30.924,74,1,6,366.12,0.6167,0.6167,366.12,225.7674,-1.167,-10.437,-5.397,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-3.463,155.089,9.764,37
Birtamimab,G1,Kappa,29275.63,-163.46,217,219,436,15356.5,-196.1,8,11,858.66,0.7819,0.44,3783.72,606.9697,4.823,-1.681,4.493,0,0,0.0,0.0,0.0,0.0,0.0,6.33,136.621,5.696,225.839,60,5,7,506.18,0.6274,0.4173,1743.96,317.556,1.899,6.436,-1.178,0,0,0.0,0.0,0.0,0.0,0.0,4.53,-81.346,22.555,340.494,37
Bleselumab,G4,Kappa,28875.13,76.54,205,213,418,13973.39,-190.54,8,22,2273.44,0.8282,0.4519,5677.75,1879.0718,6.586,-0.853,-2.304,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-323.321,30.24,489.231,58,4,8,630.46,0.661,0.3624,1590.64,235.6802,4.144,6.421,3.429,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-480.799,-313.65,105.092,34
Blosozumab,G4,Kappa,24260.78,-329.82,202,214,416,11563.61,-193.67,3,15,1071.98,1.1226,0.6087,1965.28,461.7853,-0.71,8.032,-10.07,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-492.414,262.106,1.471,81,2,6,382.49,1.1226,0.9339,758.43,422.0352,-1.857,8.9,-2.273,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-436.581,-37.222,73.818,38
Bococizumab,G2,Kappa,25165.9,-166.38,202,214,416,12862.46,-140.86,4,14,1169.77,0.5692,0.3972,2715.5,665.884,0.892,5.559,-10.773,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-145.081,-35.09,426.561,73,1,5,303.55,0.7333,0.7333,303.55,222.605,3.154,12.027,-2.376,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-414.984,-231.383,265.08,35
Bocunebart,G1,Kappa,24584.72,31.0,210,216,426,13049.76,-219.83,7,27,2129.35,0.9138,0.4862,5007.53,1541.8157,-16.06,14.702,-7.122,1,5,642.87,128.5746,128.5746,642.87,82657.1813,3.6,-706.481,-361.573,-101.264,70,3,7,573.5,0.627,0.3552,1186.21,339.3802,-10.722,-2.685,-3.819,0,0,0.0,0.0,0.0,0.0,0.0,1.79,-47.302,285.673,-337.433,36
Bosakitug,G1,Kappa,25082.83,-50.65,215,214,429,13241.03,-141.28,4,13,1146.27,0.7108,0.4883,2793.51,714.2476,-23.067,-11.995,5.473,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-416.569,-609.082,114.793,75,1,7,325.79,0.5584,0.5584,325.79,181.9309,-10.629,-9.625,2.428,0,0,0.0,0.0,0.0,0.0,0.0,3.62,133.152,-235.928,338.239,38
Boserolimab,G1,Kappa,27834.76,-190.08,214,213,427,13090.96,-149.83,8,11,1029.44,0.9927,0.4007,4053.88,1021.9304,-9.804,11.041,-15.008,0,0,0.0,0.0,0.0,0.0,0.0,4.51,9.11,184.753,-700.661,62,3,6,439.31,0.9166,0.4662,1113.39,402.6774,-4.785,7.144,-11.148,0,0,0.0,0.0,0.0,0.0,0.0,2.71,372.707,80.078,-180.07,35
Botensilimab,G1,Kappa,25593.33,-155.84,216,214,430,12951.58,-187.69,6,6,530.58,0.816,0.5039,2507.2,429.1641,12.067,13.573,7.115,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-240.968,894.125,-370.406,63,2,5,404.2,0.7777,0.73,805.99,312.4822,10.704,3.861,3.596,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-446.683,236.323,-513.865,38
Brazikumab,G2,Lambda,23488.74,-159.39,208,217,425,11422.5,-193.56,7,12,963.59,1.0634,0.6198,3472.55,1024.6545,3.617,-14.31,-1.331,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-221.477,119.395,327.162,63,3,5,417.99,1.0431,0.6296,931.13,436.0202,-0.818,-1.831,2.422,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-6.593,14.613,-146.957,30
Bremzalerbart,G4,Kappa,25603.63,-196.74,200,214,414,12852.17,-242.27,5,14,1424.03,0.6723,0.221,2684.93,957.3144,-1.778,-5.372,-5.92,1,6,884.17,147.3618,147.3618,884.17,130292.987,3.61,170.016,735.671,-94.227,66,4,7,339.39,0.5309,0.2468,1154.94,180.1821,2.993,6.569,-5.775,0,0,0.0,0.0,0.0,0.0,0.0,1.8,17.266,325.806,21.396,40
Brentuximab,G1,Kappa,26932.28,-245.6,215,218,433,14304.48,-300.28,4,13,712.84,0.7234,0.5064,1769.38,515.6877,-16.079,-9.392,0.255,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-728.193,288.157,-976.45,66,2,9,434.84,0.6446,0.5661,758.07,280.3101,-14.992,-11.04,-9.714,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-435.687,632.414,-373.781,40
Brodalumab,G2,Kappa,26072.3,-47.35,200,214,414,13434.02,-207.81,7,16,1149.99,1.0065,0.5873,4013.32,840.7157,-10.887,4.917,2.998,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-59.61,258.177,369.751,67,4,7,602.41,1.0065,0.5488,1686.89,606.3227,-6.582,9.171,6.025,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-288.009,-153.762,109.476,36
Budigalimab,G1,Kappa,25291.76,-373.17,216,219,435,13174.62,-266.62,6,16,1650.9,0.9656,0.5038,3530.63,318.4514,-2.563,-2.118,-11.172,0,0,0.0,0.0,0.0,0.0,0.0,7.23,-594.357,-124.773,569.918,77,3,5,342.72,0.6554,0.5481,893.48,224.6022,-1.144,3.837,-1.824,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-15.101,-195.5,37.886,42
Bulumtatug,G1,Kappa,23541.04,-185.74,217,220,437,11904.38,-215.21,7,11,964.88,1.1559,0.5076,3317.3,526.2818,9.975,-1.906,4.315,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-474.849,100.84,249.316,64,2,7,450.7,0.7292,0.6842,865.96,328.6334,2.502,9.5,7.037,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-240.235,-116.305,77.648,41
Burfiralimab,G4,Kappa,28496.0,-255.61,202,214,416,13445.31,-189.12,7,14,964.82,0.7104,0.3138,2882.22,362.8366,2.214,-1.095,2.551,0,0,0.0,0.0,0.0,0.0,0.0,4.51,116.189,146.108,137.162,75,3,7,391.12,0.6331,0.2693,852.09,247.6195,7.38,5.914,4.739,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-416.272,-373.235,361.671,38
Burosumab,G1,Kappa,25593.98,-299.0,215,213,428,12535.77,-146.04,4,22,1587.2,0.6337,0.3874,3421.89,620.7704,-15.382,-2.723,-3.369,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-19.135,-149.691,-189.039,65,1,7,409.4,0.6337,0.6337,409.4,259.4404,-5.36,-1.138,-4.532,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-35.8,20.873,253.444,37
Cabiralizumab,G4,Kappa,24020.19,-269.42,206,218,424,11295.72,-287.14,4,20,1769.69,0.6775,0.4925,3152.93,1173.1813,-5.834,-13.156,8.407,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-113.992,31.375,936.209,75,3,5,341.11,0.6775,0.3435,823.61,231.0986,-10.136,-0.468,8.997,0,0,0.0,0.0,0.0,0.0,0.0,2.7,91.143,-577.951,164.617,43
Cafelkibart,G1,Kappa,25305.11,-154.01,221,219,440,12082.87,-231.32,4,17,1269.92,0.6345,0.4646,3044.11,583.4695,-10.065,-3.715,4.877,0,0,0.0,0.0,0.0,0.0,0.0,5.42,145.83,745.764,-482.406,72,2,10,750.17,0.6345,0.5768,1109.39,389.3351,0.498,1.161,8.121,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-73.778,59.413,-452.405,37
Camoteskimab,G1,Kappa,22991.29,-180.48,223,214,437,11419.72,-198.14,5,10,707.51,0.8808,0.4984,2101.73,413.4315,-12.414,8.595,0.317,0,0,0.0,0.0,0.0,0.0,0.0,5.43,640.323,-505.415,-247.738,67,2,7,404.22,0.6258,0.4369,628.0,252.9461,-8.954,-2.434,3.838,0,0,0.0,0.0,0.0,0.0,0.0,3.62,258.025,9.47,-123.218,40
Camrelizumab,G4,Kappa,28056.39,-124.86,200,214,414,14003.66,-131.81,6,23,1548.86,0.7846,0.47,3261.35,425.4007,1.525,-5.405,0.519,0,0,0.0,0.0,0.0,0.0,0.0,3.61,451.943,-140.133,-91.942,54,4,7,354.44,0.7595,0.53,1220.76,217.5744,-2.105,-12.131,-5.584,0,0,0.0,0.0,0.0,0.0,0.0,1.8,480.394,394.222,-61.484,30
Canakinumab,G1,Kappa,27390.65,-231.87,216,214,430,13494.45,-282.42,6,9,828.76,0.9792,0.4267,3111.91,811.4983,-5.02,6.217,-2.058,1,5,710.45,142.0892,142.0892,710.45,100946.6454,5.42,312.923,-108.192,-447.868,68,2,7,384.59,0.6205,0.4531,656.09,238.6375,-3.845,-4.325,-0.045,0,0,0.0,0.0,0.0,0.0,0.0,3.62,214.829,377.823,-158.156,42
Canrivitug,G1,Lambda,24922.95,-23.85,219,218,437,12506.76,-211.18,7,9,1109.29,1.0858,0.4242,3904.23,1204.4156,5.063,-13.42,-9.783,0,0,0.0,0.0,0.0,0.0,0.0,7.25,-274.944,138.63,339.149,58,3,6,583.2,0.5656,0.2141,1152.36,177.2466,1.01,0.237,1.588,0,0,0.0,0.0,0.0,0.0,0.0,3.62,18.798,14.996,-173.811,30
Casdozokitug,G1,Kappa,26386.41,-218.98,224,220,444,12475.34,-233.7,4,10,1038.62,1.1336,0.2309,1805.87,1177.3398,-9.126,7.684,-19.278,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-152.537,-589.396,-347.041,70,1,4,215.25,-0.1577,-0.1577,215.25,-33.9373,-4.803,0.057,-10.332,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-105.665,140.463,-109.62,41
Cemiplimab,G4,Kappa,28701.32,37.41,201,214,415,14451.82,-95.98,7,10,693.66,1.0261,0.5083,3141.41,475.9145,13.277,3.237,-0.346,0,0,0.0,0.0,0.0,0.0,0.0,4.52,424.154,435.002,270.24,59,1,6,261.14,0.1253,0.1253,261.14,32.7281,7.691,8.358,2.027,0,0,0.0,0.0,0.0,0.0,0.0,2.71,233.234,-26.894,-190.291,30
Cendakimab,G1,Kappa,27709.1,-24.53,221,214,435,13808.26,-174.46,8,8,770.75,1.05,0.5651,3520.62,520.0361,-0.563,-4.905,1.872,0,0,0.0,0.0,0.0,0.0,0.0,5.43,235.959,185.412,937.203,66,4,6,348.08,0.5435,0.2838,1142.44,155.3779,-0.204,4.671,6.914,0,0,0.0,0.0,0.0,0.0,0.0,2.71,232.239,-99.002,505.606,36
Cenvacibart,G4,Kappa,26061.56,-175.78,202,214,416,13177.03,-175.8,6,13,1084.91,0.9368,0.4686,2954.61,581.9033,-8.833,-9.684,-1.354,1,4,510.68,127.6693,127.6693,510.68,65197.8412,3.6,-516.968,-126.122,-572.548,64,3,5,513.76,0.7648,0.4265,1026.03,392.9416,-3.417,-13.346,-3.123,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-8.137,522.115,-216.177,35
Cenzestotug,G1,Kappa,26065.58,40.68,211,214,425,13538.97,-124.93,6,9,785.19,1.0545,0.591,3018.39,585.1837,-6.862,-9.301,10.575,0,0,0.0,0.0,0.0,0.0,0.0,4.52,521.963,653.543,-153.346,56,4,6,667.62,1.0545,0.6001,1695.97,585.1837,-2.38,-1.234,7.326,0,0,0.0,0.0,0.0,0.0,0.0,2.71,363.5,37.963,-122.745,36
Cepeprubart,G2,Kappa,28308.27,-142.25,197,219,416,14270.03,-221.09,6,11,786.02,0.7832,0.5167,3094.02,538.6299,1.34,7.936,-6.413,0,0,0.0,0.0,0.0,0.0,0.0,7.24,-263.504,97.168,57.408,64,1,7,393.89,0.6858,0.6858,393.89,270.1286,2.762,8.366,-0.609,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-394.793,-214.449,38.894,36
Cetrelimab,G4,Kappa,23966.41,-341.84,207,214,421,11989.47,-236.29,3,18,1094.93,0.8361,0.6151,2782.1,915.5012,9.359,-4.829,-0.293,0,0,0.0,0.0,0.0,0.0,0.0,3.6,424.856,-14.219,-97.701,71,2,6,687.67,1.113,0.8751,1039.98,765.3726,7.253,-5.249,-3.571,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-375.298,55.468,-101.317,38
Cetuximab,G1,Kappa,28369.72,-219.45,217,214,431,13484.56,-207.46,7,8,517.6,1.1562,0.4965,2187.64,238.5264,7.263,0.664,-7.179,1,4,206.3,51.574,51.574,206.3,10639.5085,5.43,-391.17,454.587,-485.098,59,3,8,308.94,0.6672,0.4312,836.62,181.6762,0.628,2.101,-1.431,0,0,0.0,0.0,0.0,0.0,0.0,2.7,34.14,-24.944,-257.112,40
Cifurtilimab,G1,Kappa,28122.74,-90.35,212,219,431,14746.76,-134.24,8,15,1195.43,0.8574,0.4223,4668.47,1024.9725,6.494,7.643,1.044,1,4,427.11,106.7786,106.7786,427.11,45606.6803,7.25,-480.087,405.088,-90.347,62,3,5,374.28,0.8159,0.4173,831.88,305.3831,5.509,5.334,-3.558,0,0,0.0,0.0,0.0,0.0,0.0,4.53,-353.598,129.957,-291.377,34
Cilgavimab,G1,Kappa,28387.11,-243.87,229,219,448,14141.11,-198.38,5,16,1433.6,0.6378,0.3984,2553.55,629.1829,10.248,4.196,-8.06,0,0,0.0,0.0,0.0,0.0,0.0,3.6,148.864,199.905,-388.441,70,5,7,509.78,0.7948,0.3757,1600.77,405.1794,3.973,10.396,-8.03,0,0,0.0,0.0,0.0,0.0,0.0,1.8,314.727,-127.272,-237.209,39
Ciltistotug,G2,Kappa,31096.63,-101.99,199,219,418,15784.43,-190.07,8,11,755.58,0.8895,0.5775,3655.51,421.1431,6.931,0.428,-8.633,1,4,449.79,112.4465,112.4465,449.79,50576.8343,8.15,-100.861,-41.912,404.767,68,4,6,424.02,0.7828,0.5484,1477.54,273.6496,9.633,5.536,-1.297,0,0,0.0,0.0,0.0,0.0,0.0,5.44,26.326,-162.007,91.627,38
Claseprubart,G4,Kappa,25558.77,-234.45,201,214,415,13496.86,-208.52,7,10,627.46,1.085,0.6015,2929.08,481.4419,1.09,4.243,-8.487,1,4,366.52,91.6307,91.6307,366.52,33584.7207,4.51,72.87,492.665,177.387,72,3,6,387.33,1.085,0.786,1013.99,420.2457,2.477,10.747,-1.73,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-349.288,-248.741,-55.422,38
Clazakizumab,G1,Kappa,25346.46,-190.5,218,217,435,13591.82,-199.76,3,19,1653.19,0.6617,0.2599,2443.16,1093.8494,2.984,4.46,7.763,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-104.978,9.933,-259.415,64,1,6,337.66,-0.1419,-0.1419,337.66,-47.9032,-0.128,-0.498,-0.769,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-184.735,-33.428,-254.042,36
Cliramitug,G1,Kappa,28839.01,-60.94,218,214,432,14878.14,-164.37,6,13,1171.19,0.9927,0.5604,3843.39,926.909,-4.963,-3.437,6.073,0,0,0.0,0.0,0.0,0.0,0.0,4.52,591.655,79.422,-684.956,59,3,7,745.98,1.0725,0.632,1416.75,800.0884,-1.78,-14.185,-4.478,0,0,0.0,0.0,0.0,0.0,0.0,1.8,587.006,340.191,-447.546,30
Cobolimab,G4,Kappa,27437.25,-140.25,197,214,411,13890.01,-167.2,11,7,767.83,0.9768,0.4227,4078.58,749.9921,-9.49,-1.587,-2.166,0,0,0.0,0.0,0.0,0.0,0.0,5.43,616.285,199.457,-485.017,62,4,6,428.84,0.3765,0.2467,1266.28,96.6361,-5.603,-10.619,-0.49,0,0,0.0,0.0,0.0,0.0,0.0,3.62,658.211,304.119,-461.429,32
Codrituzumab,G1,Kappa,22450.24,-160.4,213,219,432,11481.83,-259.69,5,14,1398.87,0.8765,0.4282,2623.99,1226.1586,-6.313,1.673,2.883,1,4,406.15,101.5369,101.5369,406.15,41238.9961,7.24,-401.258,471.188,592.776,74,3,5,350.9,0.6365,0.4899,904.0,218.5656,-2.118,7.507,-1.835,0,0,0.0,0.0,0.0,0.0,0.0,4.53,-67.47,-100.768,555.488,41
Comekibart,G4,Kappa,25073.51,-190.34,206,214,420,12801.58,-205.53,7,11,1042.38,0.8509,0.363,3413.92,886.9382,2.096,-7.527,-5.18,0,0,0.0,0.0,0.0,0.0,0.0,5.42,10.819,346.871,52.004,66,3,6,356.37,0.8316,0.3859,910.61,296.372,6.327,1.208,-0.952,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-288.904,-53.636,-74.727,37
Concizumab,G4,Kappa,28487.79,-376.56,205,219,424,15740.46,-176.58,6,26,2355.13,0.8543,0.4,4034.0,1027.2523,16.066,-5.311,-1.734,0,0,0.0,0.0,0.0,0.0,0.0,4.51,8.097,257.987,-371.789,76,4,11,1105.42,0.6725,0.3909,2054.57,512.4157,4.263,1.082,-6.021,0,0,0.0,0.0,0.0,0.0,0.0,2.71,119.313,-59.221,-266.247,35
Coramitug,G1,Kappa,28971.97,-239.4,222,219,441,14949.61,-205.78,7,13,1078.58,1.0205,0.5233,3736.02,350.5635,4.472,3.528,-11.042,0,0,0.0,0.0,0.0,0.0,0.0,6.33,193.373,916.079,-152.675,69,4,5,339.57,1.0205,0.6439,1103.59,230.9622,-1.849,6.102,-0.797,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-4.855,284.976,-304.709,38
Cosfroviximab,G1,Kappa,26019.32,-33.5,220,214,434,11493.65,-218.03,5,27,2334.77,1.1574,0.4283,3686.53,1239.8907,-3.739,-8.578,9.861,1,4,450.56,112.6394,112.6394,450.56,50750.5247,3.61,162.02,283.924,460.481,61,2,7,386.98,0.6305,0.566,711.39,244.0086,-1.784,3.368,7.33,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-388.071,200.823,-369.643,36
Cosibelimab,G1,Lambda,23755.15,-364.03,218,218,436,11798.05,-266.33,5,13,918.92,0.903,0.5161,2466.79,396.9424,15.905,-9.89,1.428,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-266.591,238.09,251.661,66,1,6,346.85,0.3594,0.3594,346.85,124.6593,5.158,0.824,0.712,0,0,0.0,0.0,0.0,0.0,0.0,3.62,70.518,11.803,-228.326,36
Crebankitug,G1,Lambda,21570.93,-229.96,215,216,431,11314.86,-232.21,4,19,1166.37,0.7233,0.2911,2094.48,376.5425,1.017,-1.98,-4.119,0,0,0.0,0.0,0.0,0.0,0.0,7.24,-1158.711,110.756,548.913,70,3,5,305.44,0.7233,0.3675,842.91,209.0216,-0.574,4.864,6.716,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-432.217,-130.83,121.742,35
Crenezumab,G4,Kappa,27247.96,-201.51,196,219,415,13978.78,-208.39,6,19,1229.8,0.767,0.4036,3421.28,533.0937,-0.82,-2.9,-4.513,0,0,0.0,0.0,0.0,0.0,0.0,5.42,100.256,389.5,353.94,69,4,13,774.42,0.6458,0.3186,1958.65,335.1664,2.051,7.334,3.842,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-255.182,21.071,65.258,41
Crexavibart,G1,Lambda,22609.52,-166.05,229,216,445,11065.09,-186.37,4,12,889.11,0.6942,0.4678,2241.67,593.0099,-7.599,1.924,3.268,0,0,0.0,0.0,0.0,0.0,0.0,4.51,244.398,-646.636,185.208,60,1,5,358.93,0.6942,0.6942,358.93,249.1691,-3.364,-5.62,0.193,0,0,0.0,0.0,0.0,0.0,0.0,2.71,265.551,64.21,-109.243,28
Crizanlizumab,G2,Kappa,22827.51,-346.24,206,218,424,11681.8,-273.22,3,16,1154.1,0.6231,0.3211,1697.24,539.3908,4.892,0.793,-3.849,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-355.601,115.061,-1147.398,78,3,6,371.17,0.6475,0.3812,914.32,240.3539,6.413,-8.796,-8.083,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-154.475,290.83,-541.308,39
Crovalimab,G1,Kappa,28822.68,-165.27,221,217,438,14627.64,-175.52,6,12,701.6,0.7171,0.4907,2673.74,503.1052,-5.038,2.531,-2.009,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-282.834,-393.631,402.083,62,2,7,392.18,0.6831,0.6393,680.04,233.5797,-7.639,-6.772,-9.253,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-52.595,204.73,-0.66,34
Crusekitug,G1,Kappa,27725.39,-34.54,218,217,435,13314.99,-111.18,7,12,1232.49,0.633,0.2813,4025.5,743.1764,1.194,3.742,-0.427,0,0,0.0,0.0,0.0,0.0,0.0,4.52,728.417,-141.33,-268.552,58,3,7,410.83,0.633,0.164,948.02,260.0496,4.045,-6.67,3.6,0,0,0.0,0.0,0.0,0.0,0.0,1.8,120.158,107.503,58.394,34
Cusatuzumab,G1,Lambda,26774.33,-85.69,220,216,436,13015.21,-196.62,8,9,833.41,1.1385,0.6081,3987.28,707.7829,5.44,1.922,-4.159,1,4,542.82,135.7051,135.7051,542.82,73663.473,5.42,-115.858,-808.74,-136.425,54,2,8,598.05,0.8136,0.573,930.3,486.55,5.088,-3.898,3.029,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-170.767,-1.819,-7.249,25
Daclizumab,G1,Kappa,24768.93,-230.25,214,213,427,11943.77,-210.03,4,12,740.77,0.5807,0.2237,2175.55,269.4603,5.511,1.763,3.807,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-29.977,54.21,507.096,65,3,7,402.16,0.5807,0.1669,1007.54,233.5438,-1.824,12.168,3.565,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-204.526,-98.134,265.725,37
Dalidnetug,G1,Kappa,29492.51,-260.2,217,219,436,13963.44,-231.92,4,10,657.31,0.7348,0.2706,1927.47,257.6132,8.501,0.701,0.006,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-446.74,-40.766,-431.994,72,2,7,510.58,0.7348,0.2506,861.17,257.6132,1.849,8.381,-1.993,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-249.14,-178.416,152.217,46
